materia,curso_id,tipo_evaluacion_id,trimestre_id,titulo,descripcion,porcentaje_nota_final,fecha_registro
Ciencias Naturales,1,3,9,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-12-04
Ciencias Naturales,1,3,9,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-11-25
Ciencias Sociales,1,3,7,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-04-02
Ciencias Sociales,1,3,7,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-04-05
Ciencias Sociales,1,3,7,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-02-12
Ciencias Sociales,1,3,7,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-03-20
Ciencias Sociales,1,3,7,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-03-14
Ciencias Sociales,1,3,8,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-08-28
Ciencias Sociales,1,3,8,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-05-23
Ciencias Sociales,1,3,8,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-06-15
Ciencias Sociales,1,3,8,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-05-12
Ciencias Sociales,1,3,8,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-06-02
Ciencias Sociales,1,3,9,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-11-26
Ciencias Sociales,1,3,9,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-12-16
Ciencias Sociales,1,3,9,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-12-20
Ciencias Sociales,1,3,9,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-10-13
Ciencias Sociales,1,3,9,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-12-09
Educación Física,1,3,7,PARTICIPACION 1,Participación en Educación Física,1,2023-04-09
Educación Física,1,3,7,PARTICIPACION 2,Participación en Educación Física,1,2023-04-10
Educación Física,1,3,7,PARTICIPACION 3,Participación en Educación Física,1,2023-03-15
Educación Física,1,3,7,PARTICIPACION 4,Participación en Educación Física,1,2023-03-07
Educación Física,1,3,7,PARTICIPACION 5,Participación en Educación Física,1,2023-04-28
Educación Física,1,3,8,PARTICIPACION 1,Participación en Educación Física,1,2023-05-28
Educación Física,1,3,8,PARTICIPACION 2,Participación en Educación Física,1,2023-08-03
Educación Física,1,3,8,PARTICIPACION 3,Participación en Educación Física,1,2023-08-07
Educación Física,1,3,8,PARTICIPACION 4,Participación en Educación Física,1,2023-06-06
Educación Física,1,3,8,PARTICIPACION 5,Participación en Educación Física,1,2023-05-21
Educación Física,1,3,9,PARTICIPACION 1,Participación en Educación Física,1,2023-11-09
Educación Física,1,3,9,PARTICIPACION 2,Participación en Educación Física,1,2023-12-19
Educación Física,1,3,9,PARTICIPACION 3,Participación en Educación Física,1,2023-11-27
Educación Física,1,3,9,PARTICIPACION 4,Participación en Educación Física,1,2023-10-27
Educación Física,1,3,9,PARTICIPACION 5,Participación en Educación Física,1,2023-10-25
Artes Plásticas,1,3,7,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-03-13
Artes Plásticas,1,3,7,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-02-13
Artes Plásticas,1,3,7,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-04-28
Artes Plásticas,1,3,7,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-04-25
Artes Plásticas,1,3,7,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-03-09
Artes Plásticas,1,3,8,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-06-12
Artes Plásticas,1,3,8,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-05-07
Artes Plásticas,1,3,8,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-08-03
Artes Plásticas,1,3,8,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-07-28
Artes Plásticas,1,3,8,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-08-08
Artes Plásticas,1,3,9,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-11-06
Artes Plásticas,1,3,9,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-12-01
Artes Plásticas,1,3,9,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-12-15
Artes Plásticas,1,3,9,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-11-08
Artes Plásticas,1,3,9,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-12-16
Música,1,3,7,PARTICIPACION 1,Participación en Música,1,2023-02-14
Música,1,3,7,PARTICIPACION 2,Participación en Música,1,2023-04-15
Música,1,3,7,PARTICIPACION 3,Participación en Música,1,2023-04-06
Música,1,3,7,PARTICIPACION 4,Participación en Música,1,2023-02-27
Música,1,3,7,PARTICIPACION 5,Participación en Música,1,2023-03-07
Música,1,3,8,PARTICIPACION 1,Participación en Música,1,2023-08-01
Música,1,3,8,PARTICIPACION 2,Participación en Música,1,2023-07-17
Música,1,3,8,PARTICIPACION 3,Participación en Música,1,2023-06-18
Música,1,3,8,PARTICIPACION 4,Participación en Música,1,2023-06-15
Música,1,3,8,PARTICIPACION 5,Participación en Música,1,2023-08-30
Música,1,3,9,PARTICIPACION 1,Participación en Música,1,2023-11-21
Música,1,3,9,PARTICIPACION 2,Participación en Música,1,2023-12-10
Música,1,3,9,PARTICIPACION 3,Participación en Música,1,2023-10-25
Música,1,3,9,PARTICIPACION 4,Participación en Música,1,2023-10-16
Música,1,3,9,PARTICIPACION 5,Participación en Música,1,2023-10-21
Religión,1,3,7,PARTICIPACION 1,Participación en Religión,1,2023-04-19
Religión,1,3,7,PARTICIPACION 2,Participación en Religión,1,2023-02-27
Religión,1,3,7,PARTICIPACION 3,Participación en Religión,1,2023-03-01
Religión,1,3,7,PARTICIPACION 4,Participación en Religión,1,2023-03-27
Religión,1,3,7,PARTICIPACION 5,Participación en Religión,1,2023-04-01
Religión,1,3,8,PARTICIPACION 1,Participación en Religión,1,2023-05-02
Religión,1,3,8,PARTICIPACION 2,Participación en Religión,1,2023-06-17
Religión,1,3,8,PARTICIPACION 3,Participación en Religión,1,2023-08-12
Religión,1,3,8,PARTICIPACION 4,Participación en Religión,1,2023-08-03
Religión,1,3,8,PARTICIPACION 5,Participación en Religión,1,2023-05-16
Religión,1,3,9,PARTICIPACION 1,Participación en Religión,1,2023-10-27
Religión,1,3,9,PARTICIPACION 2,Participación en Religión,1,2023-10-16
Religión,1,3,9,PARTICIPACION 3,Participación en Religión,1,2023-12-02
Religión,1,3,9,PARTICIPACION 4,Participación en Religión,1,2023-11-24
Religión,1,3,9,PARTICIPACION 5,Participación en Religión,1,2023-10-30
Matemáticas,2,3,7,PARTICIPACION 1,Participación en Matemáticas,1,2023-03-13
Matemáticas,2,3,7,PARTICIPACION 2,Participación en Matemáticas,1,2023-02-24
Matemáticas,2,3,7,PARTICIPACION 3,Participación en Matemáticas,1,2023-02-20
Matemáticas,2,3,7,PARTICIPACION 4,Participación en Matemáticas,1,2023-04-28
Matemáticas,2,3,7,PARTICIPACION 5,Participación en Matemáticas,1,2023-02-26
Matemáticas,2,3,8,PARTICIPACION 1,Participación en Matemáticas,1,2023-08-19
Matemáticas,2,3,8,PARTICIPACION 2,Participación en Matemáticas,1,2023-06-17
Matemáticas,2,3,8,PARTICIPACION 3,Participación en Matemáticas,1,2023-06-10
Matemáticas,2,3,8,PARTICIPACION 4,Participación en Matemáticas,1,2023-06-18
Matemáticas,2,3,8,PARTICIPACION 5,Participación en Matemáticas,1,2023-07-24
Matemáticas,2,3,9,PARTICIPACION 1,Participación en Matemáticas,1,2023-12-04
Matemáticas,2,3,9,PARTICIPACION 2,Participación en Matemáticas,1,2023-11-16
Matemáticas,2,3,9,PARTICIPACION 3,Participación en Matemáticas,1,2023-10-30
Matemáticas,2,3,9,PARTICIPACION 4,Participación en Matemáticas,1,2023-10-04
Matemáticas,2,3,9,PARTICIPACION 5,Participación en Matemáticas,1,2023-10-15
Lenguaje,2,3,7,PARTICIPACION 1,Participación en Lenguaje,1,2023-03-27
Lenguaje,2,3,7,PARTICIPACION 2,Participación en Lenguaje,1,2023-04-30
Lenguaje,2,3,7,PARTICIPACION 3,Participación en Lenguaje,1,2023-02-07
Lenguaje,2,3,7,PARTICIPACION 4,Participación en Lenguaje,1,2023-04-15
Lenguaje,2,3,7,PARTICIPACION 5,Participación en Lenguaje,1,2023-03-21
Lenguaje,2,3,8,PARTICIPACION 1,Participación en Lenguaje,1,2023-08-02
Lenguaje,2,3,8,PARTICIPACION 2,Participación en Lenguaje,1,2023-08-23
Lenguaje,2,3,8,PARTICIPACION 3,Participación en Lenguaje,1,2023-08-10
Lenguaje,2,3,8,PARTICIPACION 4,Participación en Lenguaje,1,2023-06-09
Lenguaje,2,3,8,PARTICIPACION 5,Participación en Lenguaje,1,2023-06-17
Lenguaje,2,3,9,PARTICIPACION 1,Participación en Lenguaje,1,2023-11-12
Lenguaje,2,3,9,PARTICIPACION 2,Participación en Lenguaje,1,2023-12-13
Lenguaje,2,3,9,PARTICIPACION 3,Participación en Lenguaje,1,2023-10-06
Lenguaje,2,3,9,PARTICIPACION 4,Participación en Lenguaje,1,2023-10-15
Lenguaje,2,3,9,PARTICIPACION 5,Participación en Lenguaje,1,2023-11-03
Ciencias Naturales,2,3,7,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-03-06
Ciencias Naturales,2,3,7,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-02-26
Ciencias Naturales,2,3,7,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-04-15
Ciencias Naturales,2,3,7,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-02-25
Ciencias Naturales,2,3,7,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-03-28
Ciencias Naturales,2,3,8,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-07-28
Ciencias Naturales,2,3,8,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-05-29
Ciencias Naturales,2,3,8,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-07-01
Ciencias Naturales,2,3,8,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-05-03
Ciencias Naturales,2,3,8,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-07-17
Ciencias Naturales,2,3,9,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-12-13
Ciencias Naturales,2,3,9,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-12-18
Ciencias Naturales,2,3,9,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-11-30
Ciencias Naturales,2,3,9,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-10-02
Ciencias Naturales,2,3,9,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-10-08
Ciencias Sociales,2,3,7,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-02-26
Ciencias Sociales,2,3,7,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-02-17
Ciencias Sociales,2,3,7,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-04-12
Ciencias Sociales,2,3,7,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-03-06
Ciencias Sociales,2,3,7,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-02-12
Ciencias Sociales,2,3,8,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-07-24
Ciencias Sociales,2,3,8,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-05-17
Ciencias Sociales,2,3,8,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-06-14
Ciencias Sociales,2,3,8,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-08-24
Ciencias Sociales,2,3,8,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-08-16
Ciencias Sociales,2,3,9,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-12-13
Ciencias Sociales,2,3,9,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-10-28
Ciencias Sociales,2,3,9,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-11-30
Ciencias Sociales,2,3,9,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-11-22
Ciencias Sociales,2,3,9,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-12-08
Educación Física,2,3,7,PARTICIPACION 1,Participación en Educación Física,1,2023-02-03
Educación Física,2,3,7,PARTICIPACION 2,Participación en Educación Física,1,2023-03-05
Educación Física,2,3,7,PARTICIPACION 3,Participación en Educación Física,1,2023-02-09
Educación Física,2,3,7,PARTICIPACION 4,Participación en Educación Física,1,2023-02-19
Educación Física,2,3,7,PARTICIPACION 5,Participación en Educación Física,1,2023-03-23
Educación Física,2,3,8,PARTICIPACION 1,Participación en Educación Física,1,2023-05-29
Educación Física,2,3,8,PARTICIPACION 2,Participación en Educación Física,1,2023-08-12
Educación Física,2,3,8,PARTICIPACION 3,Participación en Educación Física,1,2023-07-30
Educación Física,2,3,8,PARTICIPACION 4,Participación en Educación Física,1,2023-07-10
Educación Física,2,3,8,PARTICIPACION 5,Participación en Educación Física,1,2023-08-07
Educación Física,2,3,9,PARTICIPACION 1,Participación en Educación Física,1,2023-10-28
Educación Física,2,3,9,PARTICIPACION 2,Participación en Educación Física,1,2023-10-03
Educación Física,2,3,9,PARTICIPACION 3,Participación en Educación Física,1,2023-11-03
Educación Física,2,3,9,PARTICIPACION 4,Participación en Educación Física,1,2023-10-28
Educación Física,2,3,9,PARTICIPACION 5,Participación en Educación Física,1,2023-11-21
Artes Plásticas,2,3,7,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-04-09
Artes Plásticas,2,3,7,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-03-23
Artes Plásticas,2,3,7,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-03-02
Artes Plásticas,2,3,7,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-04-16
Artes Plásticas,2,3,7,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-03-04
Artes Plásticas,2,3,8,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-07-16
Artes Plásticas,2,3,8,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-07-18
Artes Plásticas,2,3,8,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-06-06
Artes Plásticas,2,3,8,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-05-28
Artes Plásticas,2,3,8,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-05-17
Artes Plásticas,2,3,9,PARTICIPACION 1,Participación en Artes Plásticas,1,2023-12-10
Artes Plásticas,2,3,9,PARTICIPACION 2,Participación en Artes Plásticas,1,2023-10-10
Artes Plásticas,2,3,9,PARTICIPACION 3,Participación en Artes Plásticas,1,2023-11-07
Artes Plásticas,2,3,9,PARTICIPACION 4,Participación en Artes Plásticas,1,2023-12-17
Artes Plásticas,2,3,9,PARTICIPACION 5,Participación en Artes Plásticas,1,2023-11-21
Música,2,3,7,PARTICIPACION 1,Participación en Música,1,2023-02-04
Música,2,3,7,PARTICIPACION 2,Participación en Música,1,2023-03-20
Música,2,3,7,PARTICIPACION 3,Participación en Música,1,2023-03-09
Música,2,3,7,PARTICIPACION 4,Participación en Música,1,2023-03-12
Música,2,3,7,PARTICIPACION 5,Participación en Música,1,2023-03-08
Música,2,3,8,PARTICIPACION 1,Participación en Música,1,2023-08-01
Música,2,3,8,PARTICIPACION 2,Participación en Música,1,2023-05-29
Música,2,3,8,PARTICIPACION 3,Participación en Música,1,2023-07-04
Música,2,3,8,PARTICIPACION 4,Participación en Música,1,2023-08-19
Música,2,3,8,PARTICIPACION 5,Participación en Música,1,2023-08-18
Música,2,3,9,PARTICIPACION 1,Participación en Música,1,2023-10-28
Música,2,3,9,PARTICIPACION 2,Participación en Música,1,2023-11-22
Música,2,3,9,PARTICIPACION 3,Participación en Música,1,2023-12-17
Música,2,3,9,PARTICIPACION 4,Participación en Música,1,2023-11-04
Música,2,3,9,PARTICIPACION 5,Participación en Música,1,2023-10-23
Religión,2,3,7,PARTICIPACION 1,Participación en Religión,1,2023-03-26
Religión,2,3,7,PARTICIPACION 2,Participación en Religión,1,2023-02-28
Religión,2,3,7,PARTICIPACION 3,Participación en Religión,1,2023-02-07
Religión,2,3,7,PARTICIPACION 4,Participación en Religión,1,2023-04-08
Religión,2,3,7,PARTICIPACION 5,Participación en Religión,1,2023-02-14
Religión,2,3,8,PARTICIPACION 1,Participación en Religión,1,2023-05-06
Religión,2,3,8,PARTICIPACION 2,Participación en Religión,1,2023-05-06
Religión,2,3,8,PARTICIPACION 3,Participación en Religión,1,2023-06-12
Religión,2,3,8,PARTICIPACION 4,Participación en Religión,1,2023-08-21
Religión,2,3,8,PARTICIPACION 5,Participación en Religión,1,2023-07-02
Religión,2,3,9,PARTICIPACION 1,Participación en Religión,1,2023-11-10
Religión,2,3,9,PARTICIPACION 2,Participación en Religión,1,2023-10-25
Religión,2,3,9,PARTICIPACION 3,Participación en Religión,1,2023-11-16
Religión,2,3,9,PARTICIPACION 4,Participación en Religión,1,2023-11-19
Religión,2,3,9,PARTICIPACION 5,Participación en Religión,1,2023-12-19
Matemáticas,3,3,7,PARTICIPACION 1,Participación en Matemáticas,1,2023-02-09
Matemáticas,3,3,7,PARTICIPACION 2,Participación en Matemáticas,1,2023-03-05
Matemáticas,3,3,7,PARTICIPACION 3,Participación en Matemáticas,1,2023-04-04
Matemáticas,3,3,7,PARTICIPACION 4,Participación en Matemáticas,1,2023-03-07
Matemáticas,3,3,7,PARTICIPACION 5,Participación en Matemáticas,1,2023-02-20
Matemáticas,3,3,8,PARTICIPACION 1,Participación en Matemáticas,1,2023-05-07
Matemáticas,3,3,8,PARTICIPACION 2,Participación en Matemáticas,1,2023-05-16
Matemáticas,3,3,8,PARTICIPACION 3,Participación en Matemáticas,1,2023-08-09
Matemáticas,3,3,8,PARTICIPACION 4,Participación en Matemáticas,1,2023-07-11
Matemáticas,3,3,8,PARTICIPACION 5,Participación en Matemáticas,1,2023-08-18
Matemáticas,3,3,9,PARTICIPACION 1,Participación en Matemáticas,1,2023-10-17
Matemáticas,3,3,9,PARTICIPACION 2,Participación en Matemáticas,1,2023-10-01
Matemáticas,3,3,9,PARTICIPACION 3,Participación en Matemáticas,1,2023-12-09
Matemáticas,3,3,9,PARTICIPACION 4,Participación en Matemáticas,1,2023-11-12
Matemáticas,3,3,9,PARTICIPACION 5,Participación en Matemáticas,1,2023-10-27
Lenguaje,3,3,7,PARTICIPACION 1,Participación en Lenguaje,1,2023-02-21
Lenguaje,3,3,7,PARTICIPACION 2,Participación en Lenguaje,1,2023-02-21
Lenguaje,3,3,7,PARTICIPACION 3,Participación en Lenguaje,1,2023-04-20
Lenguaje,3,3,7,PARTICIPACION 4,Participación en Lenguaje,1,2023-03-29
Lenguaje,3,3,7,PARTICIPACION 5,Participación en Lenguaje,1,2023-02-04
Lenguaje,3,3,8,PARTICIPACION 1,Participación en Lenguaje,1,2023-08-04
Lenguaje,3,3,8,PARTICIPACION 2,Participación en Lenguaje,1,2023-07-14
Lenguaje,3,3,8,PARTICIPACION 3,Participación en Lenguaje,1,2023-07-03
Lenguaje,3,3,8,PARTICIPACION 4,Participación en Lenguaje,1,2023-08-12
Lenguaje,3,3,8,PARTICIPACION 5,Participación en Lenguaje,1,2023-06-03
Lenguaje,3,3,9,PARTICIPACION 1,Participación en Lenguaje,1,2023-10-02
Lenguaje,3,3,9,PARTICIPACION 2,Participación en Lenguaje,1,2023-10-07
Lenguaje,3,3,9,PARTICIPACION 3,Participación en Lenguaje,1,2023-11-01
Lenguaje,3,3,9,PARTICIPACION 4,Participación en Lenguaje,1,2023-12-16
Lenguaje,3,3,9,PARTICIPACION 5,Participación en Lenguaje,1,2023-12-14
Ciencias Naturales,3,3,7,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-02-27
Ciencias Naturales,3,3,7,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-03-22
Ciencias Naturales,3,3,7,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-04-06
Ciencias Naturales,3,3,7,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-04-15
Ciencias Naturales,3,3,7,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-02-20
Ciencias Naturales,3,3,8,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-08-23
Ciencias Naturales,3,3,8,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-06-17
Ciencias Naturales,3,3,8,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-07-09
Ciencias Naturales,3,3,8,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-08-21
Ciencias Naturales,3,3,8,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-07-30
Ciencias Naturales,3,3,9,PARTICIPACION 1,Participación en Ciencias Naturales,1,2023-10-10
Ciencias Naturales,3,3,9,PARTICIPACION 2,Participación en Ciencias Naturales,1,2023-12-17
Ciencias Naturales,3,3,9,PARTICIPACION 3,Participación en Ciencias Naturales,1,2023-10-24
Ciencias Naturales,3,3,9,PARTICIPACION 4,Participación en Ciencias Naturales,1,2023-11-07
Ciencias Naturales,3,3,9,PARTICIPACION 5,Participación en Ciencias Naturales,1,2023-10-24
Ciencias Sociales,3,3,7,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-03-08
Ciencias Sociales,3,3,7,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-03-20
Ciencias Sociales,3,3,7,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-03-23
Ciencias Sociales,3,3,7,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-03-22
Ciencias Sociales,3,3,7,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-03-05
Ciencias Sociales,3,3,8,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-08-13
Ciencias Sociales,3,3,8,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-06-19
Ciencias Sociales,3,3,8,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-05-24
Ciencias Sociales,3,3,8,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-05-30
Ciencias Sociales,3,3,8,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-06-11
Ciencias Sociales,3,3,9,PARTICIPACION 1,Participación en Ciencias Sociales,1,2023-12-10
Ciencias Sociales,3,3,9,PARTICIPACION 2,Participación en Ciencias Sociales,1,2023-12-03
Ciencias Sociales,3,3,9,PARTICIPACION 3,Participación en Ciencias Sociales,1,2023-11-30
Ciencias Sociales,3,3,9,PARTICIPACION 4,Participación en Ciencias Sociales,1,2023-10-05
Ciencias Sociales,3,3,9,PARTICIPACION 5,Participación en Ciencias Sociales,1,2023-12-02
Educación Física,3,3,7,PARTICIPACION 1,Participación en Educación Física,1,2023-04-08
Educación Física,3,3,7,PARTICIPACION 2,Participación en Educación Física,1,2023-02-09
Educación Física,3,3,7,PARTICIPACION 3,Participación en Educación Física,1,2023-03-15
Educación Física,3,3,7,PARTICIPACION 4,Participación en Educación Física,1,2023-02-03
Educación Física,3,3,7,PARTICIPACION 5,Participación en Educación Física,1,2023-02-10
Educación Física,3,3,8,PARTICIPACION 1,Participación en Educación Física,1,2023-08-22
Educación Física,3,3,8,PARTICIPACION 2,Participación en Educación Física,1,2023-06-19
Educación Física,3,3,8,PARTICIPACION 3,Participación en Educación Física,1,2023-08-14
Educación Física,3,3,8,PARTICIPACION 4,Participación en Educación Física,1,2023-06-22
Educación Física,3,3,8,PARTICIPACION 5,Participación en Educación Física,1,2023-08-28
Educación Física,3,3,9,PARTICIPACION 1,Participación en Educación Física,1,2023-10-03
Educación Física,3,3,9,PARTICIPACION 2,Participación en Educación Física,1,2023-10-23
