materia,curso_id,tipo_evaluacion_id,trimestre_id,titulo,descripcion,porcentaje_nota_final,fecha_registro
Ciencias Naturales,1,3,11,PARTICIPACION 2,Participación en Ciencias Naturales,1,2024-06-13
Ciencias Naturales,1,3,11,PARTICIPACION 3,Participación en Ciencias Naturales,1,2024-08-01
Ciencias Naturales,1,3,11,PARTICIPACION 4,Participación en Ciencias Naturales,1,2024-06-26
Ciencias Naturales,1,3,11,PARTICIPACION 5,Participación en Ciencias Naturales,1,2024-07-17
Ciencias Naturales,1,3,12,PARTICIPACION 1,Participación en Ciencias Naturales,1,2024-10-06
Ciencias Naturales,1,3,12,PARTICIPACION 2,Participación en Ciencias Naturales,1,2024-10-26
Ciencias Naturales,1,3,12,PARTICIPACION 3,Participación en Ciencias Naturales,1,2024-10-14
Ciencias Naturales,1,3,12,PARTICIPACION 4,Participación en Ciencias Naturales,1,2024-10-21
Ciencias Naturales,1,3,12,PARTICIPACION 5,Participación en Ciencias Naturales,1,2024-10-27
Ciencias Sociales,1,3,10,PARTICIPACION 1,Participación en Ciencias Sociales,1,2024-02-19
Ciencias Sociales,1,3,10,PARTICIPACION 2,Participación en Ciencias Sociales,1,2024-02-02
Ciencias Sociales,1,3,10,PARTICIPACION 3,Participación en Ciencias Sociales,1,2024-02-12
Ciencias Sociales,1,3,10,PARTICIPACION 4,Participación en Ciencias Sociales,1,2024-03-06
Ciencias Sociales,1,3,10,PARTICIPACION 5,Participación en Ciencias Sociales,1,2024-02-03
Ciencias Sociales,1,3,11,PARTICIPACION 1,Participación en Ciencias Sociales,1,2024-06-01
Ciencias Sociales,1,3,11,PARTICIPACION 2,Participación en Ciencias Sociales,1,2024-06-06
Ciencias Sociales,1,3,11,PARTICIPACION 3,Participación en Ciencias Sociales,1,2024-06-23
Ciencias Sociales,1,3,11,PARTICIPACION 4,Participación en Ciencias Sociales,1,2024-05-06
Ciencias Sociales,1,3,11,PARTICIPACION 5,Participación en Ciencias Sociales,1,2024-07-15
Ciencias Sociales,1,3,12,PARTICIPACION 1,Participación en Ciencias Sociales,1,2024-10-11
Ciencias Sociales,1,3,12,PARTICIPACION 2,Participación en Ciencias Sociales,1,2024-10-23
Ciencias Sociales,1,3,12,PARTICIPACION 3,Participación en Ciencias Sociales,1,2024-11-26
Ciencias Sociales,1,3,12,PARTICIPACION 4,Participación en Ciencias Sociales,1,2024-12-04
Ciencias Sociales,1,3,12,PARTICIPACION 5,Participación en Ciencias Sociales,1,2024-11-28
Educación Física,1,3,10,PARTICIPACION 1,Participación en Educación Física,1,2024-03-12
Educación Física,1,3,10,PARTICIPACION 2,Participación en Educación Física,1,2024-03-26
Educación Física,1,3,10,PARTICIPACION 3,Participación en Educación Física,1,2024-02-03
Educación Física,1,3,10,PARTICIPACION 4,Participación en Educación Física,1,2024-04-25
Educación Física,1,3,10,PARTICIPACION 5,Participación en Educación Física,1,2024-02-29
Educación Física,1,3,11,PARTICIPACION 1,Participación en Educación Física,1,2024-05-25
Educación Física,1,3,11,PARTICIPACION 2,Participación en Educación Física,1,2024-06-14
Educación Física,1,3,11,PARTICIPACION 3,Participación en Educación Física,1,2024-08-15
Educación Física,1,3,11,PARTICIPACION 4,Participación en Educación Física,1,2024-08-02
Educación Física,1,3,11,PARTICIPACION 5,Participación en Educación Física,1,2024-07-22
Educación Física,1,3,12,PARTICIPACION 1,Participación en Educación Física,1,2024-10-24
Educación Física,1,3,12,PARTICIPACION 2,Participación en Educación Física,1,2024-11-09
Educación Física,1,3,12,PARTICIPACION 3,Participación en Educación Física,1,2024-11-14
Educación Física,1,3,12,PARTICIPACION 4,Participación en Educación Física,1,2024-10-04
Educación Física,1,3,12,PARTICIPACION 5,Participación en Educación Física,1,2024-12-17
Artes Plásticas,1,3,10,PARTICIPACION 1,Participación en Artes Plásticas,1,2024-03-12
Artes Plásticas,1,3,10,PARTICIPACION 2,Participación en Artes Plásticas,1,2024-04-24
Artes Plásticas,1,3,10,PARTICIPACION 3,Participación en Artes Plásticas,1,2024-03-03
Artes Plásticas,1,3,10,PARTICIPACION 4,Participación en Artes Plásticas,1,2024-03-05
Artes Plásticas,1,3,10,PARTICIPACION 5,Participación en Artes Plásticas,1,2024-03-09
Artes Plásticas,1,3,11,PARTICIPACION 1,Participación en Artes Plásticas,1,2024-08-22
Artes Plásticas,1,3,11,PARTICIPACION 2,Participación en Artes Plásticas,1,2024-05-07
Artes Plásticas,1,3,11,PARTICIPACION 3,Participación en Artes Plásticas,1,2024-05-15
Artes Plásticas,1,3,11,PARTICIPACION 4,Participación en Artes Plásticas,1,2024-06-20
Artes Plásticas,1,3,11,PARTICIPACION 5,Participación en Artes Plásticas,1,2024-07-09
Artes Plásticas,1,3,12,PARTICIPACION 1,Participación en Artes Plásticas,1,2024-10-28
Artes Plásticas,1,3,12,PARTICIPACION 2,Participación en Artes Plásticas,1,2024-10-30
Artes Plásticas,1,3,12,PARTICIPACION 3,Participación en Artes Plásticas,1,2024-11-09
Artes Plásticas,1,3,12,PARTICIPACION 4,Participación en Artes Plásticas,1,2024-11-09
Artes Plásticas,1,3,12,PARTICIPACION 5,Participación en Artes Plásticas,1,2024-10-18
Música,1,3,10,PARTICIPACION 1,Participación en Música,1,2024-03-12
Música,1,3,10,PARTICIPACION 2,Participación en Música,1,2024-02-03
Música,1,3,10,PARTICIPACION 3,Participación en Música,1,2024-04-22
Música,1,3,10,PARTICIPACION 4,Participación en Música,1,2024-02-23
Música,1,3,10,PARTICIPACION 5,Participación en Música,1,2024-04-11
Música,1,3,11,PARTICIPACION 1,Participación en Música,1,2024-05-24
Música,1,3,11,PARTICIPACION 2,Participación en Música,1,2024-08-01
Música,1,3,11,PARTICIPACION 3,Participación en Música,1,2024-08-23
Música,1,3,11,PARTICIPACION 4,Participación en Música,1,2024-05-07
Música,1,3,11,PARTICIPACION 5,Participación en Música,1,2024-06-03
Música,1,3,12,PARTICIPACION 1,Participación en Música,1,2024-11-08
Música,1,3,12,PARTICIPACION 2,Participación en Música,1,2024-11-29
Música,1,3,12,PARTICIPACION 3,Participación en Música,1,2024-10-26
Música,1,3,12,PARTICIPACION 4,Participación en Música,1,2024-11-07
Música,1,3,12,PARTICIPACION 5,Participación en Música,1,2024-10-01
Religión,1,3,10,PARTICIPACION 1,Participación en Religión,1,2024-02-09
Religión,1,3,10,PARTICIPACION 2,Participación en Religión,1,2024-03-27
Religión,1,3,10,PARTICIPACION 3,Participación en Religión,1,2024-02-04
Religión,1,3,10,PARTICIPACION 4,Participación en Religión,1,2024-03-30
Religión,1,3,10,PARTICIPACION 5,Participación en Religión,1,2024-02-02
Religión,1,3,11,PARTICIPACION 1,Participación en Religión,1,2024-05-26
Religión,1,3,11,PARTICIPACION 2,Participación en Religión,1,2024-07-07
Religión,1,3,11,PARTICIPACION 3,Participación en Religión,1,2024-07-10
Religión,1,3,11,PARTICIPACION 4,Participación en Religión,1,2024-08-03
Religión,1,3,11,PARTICIPACION 5,Participación en Religión,1,2024-08-09
Religión,1,3,12,PARTICIPACION 1,Participación en Religión,1,2024-11-17
Religión,1,3,12,PARTICIPACION 2,Participación en Religión,1,2024-11-22
Religión,1,3,12,PARTICIPACION 3,Participación en Religión,1,2024-10-02
Religión,1,3,12,PARTICIPACION 4,Participación en Religión,1,2024-10-17
Religión,1,3,12,PARTICIPACION 5,Participación en Religión,1,2024-11-01
Matemáticas,2,3,10,PARTICIPACION 1,Participación en Matemáticas,1,2024-04-04
Matemáticas,2,3,10,PARTICIPACION 2,Participación en Matemáticas,1,2024-02-08
Matemáticas,2,3,10,PARTICIPACION 3,Participación en Matemáticas,1,2024-02-01
Matemáticas,2,3,10,PARTICIPACION 4,Participación en Matemáticas,1,2024-03-06
Matemáticas,2,3,10,PARTICIPACION 5,Participación en Matemáticas,1,2024-04-22
Matemáticas,2,3,11,PARTICIPACION 1,Participación en Matemáticas,1,2024-05-11
Matemáticas,2,3,11,PARTICIPACION 2,Participación en Matemáticas,1,2024-06-04
Matemáticas,2,3,11,PARTICIPACION 3,Participación en Matemáticas,1,2024-05-28
Matemáticas,2,3,11,PARTICIPACION 4,Participación en Matemáticas,1,2024-08-02
Matemáticas,2,3,11,PARTICIPACION 5,Participación en Matemáticas,1,2024-06-13
Matemáticas,2,3,12,PARTICIPACION 1,Participación en Matemáticas,1,2024-11-03
Matemáticas,2,3,12,PARTICIPACION 2,Participación en Matemáticas,1,2024-11-14
Matemáticas,2,3,12,PARTICIPACION 3,Participación en Matemáticas,1,2024-11-02
Matemáticas,2,3,12,PARTICIPACION 4,Participación en Matemáticas,1,2024-10-23
Matemáticas,2,3,12,PARTICIPACION 5,Participación en Matemáticas,1,2024-10-21
Lenguaje,2,3,10,PARTICIPACION 1,Participación en Lenguaje,1,2024-03-23
Lenguaje,2,3,10,PARTICIPACION 2,Participación en Lenguaje,1,2024-03-26
Lenguaje,2,3,10,PARTICIPACION 3,Participación en Lenguaje,1,2024-03-11
Lenguaje,2,3,10,PARTICIPACION 4,Participación en Lenguaje,1,2024-04-01
Lenguaje,2,3,10,PARTICIPACION 5,Participación en Lenguaje,1,2024-03-25
Lenguaje,2,3,11,PARTICIPACION 1,Participación en Lenguaje,1,2024-08-03
Lenguaje,2,3,11,PARTICIPACION 2,Participación en Lenguaje,1,2024-08-03
Lenguaje,2,3,11,PARTICIPACION 3,Participación en Lenguaje,1,2024-07-20
Lenguaje,2,3,11,PARTICIPACION 4,Participación en Lenguaje,1,2024-07-31
Lenguaje,2,3,11,PARTICIPACION 5,Participación en Lenguaje,1,2024-06-14
Lenguaje,2,3,12,PARTICIPACION 1,Participación en Lenguaje,1,2024-10-17
Lenguaje,2,3,12,PARTICIPACION 2,Participación en Lenguaje,1,2024-11-06
Lenguaje,2,3,12,PARTICIPACION 3,Participación en Lenguaje,1,2024-12-06
Lenguaje,2,3,12,PARTICIPACION 4,Participación en Lenguaje,1,2024-10-25
Lenguaje,2,3,12,PARTICIPACION 5,Participación en Lenguaje,1,2024-12-03
Ciencias Naturales,2,3,10,PARTICIPACION 1,Participación en Ciencias Naturales,1,2024-03-16
Ciencias Naturales,2,3,10,PARTICIPACION 2,Participación en Ciencias Naturales,1,2024-02-28
Ciencias Naturales,2,3,10,PARTICIPACION 3,Participación en Ciencias Naturales,1,2024-03-12
Ciencias Naturales,2,3,10,PARTICIPACION 4,Participación en Ciencias Naturales,1,2024-03-30
Ciencias Naturales,2,3,10,PARTICIPACION 5,Participación en Ciencias Naturales,1,2024-03-01
Ciencias Naturales,2,3,11,PARTICIPACION 1,Participación en Ciencias Naturales,1,2024-05-15
Ciencias Naturales,2,3,11,PARTICIPACION 2,Participación en Ciencias Naturales,1,2024-05-03
Ciencias Naturales,2,3,11,PARTICIPACION 3,Participación en Ciencias Naturales,1,2024-07-12
Ciencias Naturales,2,3,11,PARTICIPACION 4,Participación en Ciencias Naturales,1,2024-07-21
Ciencias Naturales,2,3,11,PARTICIPACION 5,Participación en Ciencias Naturales,1,2024-06-06
Ciencias Naturales,2,3,12,PARTICIPACION 1,Participación en Ciencias Naturales,1,2024-12-20
Ciencias Naturales,2,3,12,PARTICIPACION 2,Participación en Ciencias Naturales,1,2024-12-18
Ciencias Naturales,2,3,12,PARTICIPACION 3,Participación en Ciencias Naturales,1,2024-10-24
Ciencias Naturales,2,3,12,PARTICIPACION 4,Participación en Ciencias Naturales,1,2024-11-03
Ciencias Naturales,2,3,12,PARTICIPACION 5,Participación en Ciencias Naturales,1,2024-10-07
Ciencias Sociales,2,3,10,PARTICIPACION 1,Participación en Ciencias Sociales,1,2024-03-22
Ciencias Sociales,2,3,10,PARTICIPACION 2,Participación en Ciencias Sociales,1,2024-03-19
Ciencias Sociales,2,3,10,PARTICIPACION 3,Participación en Ciencias Sociales,1,2024-02-02
Ciencias Sociales,2,3,10,PARTICIPACION 4,Participación en Ciencias Sociales,1,2024-02-18
Ciencias Sociales,2,3,10,PARTICIPACION 5,Participación en Ciencias Sociales,1,2024-03-07
Ciencias Sociales,2,3,11,PARTICIPACION 1,Participación en Ciencias Sociales,1,2024-08-05
Ciencias Sociales,2,3,11,PARTICIPACION 2,Participación en Ciencias Sociales,1,2024-05-13
Ciencias Sociales,2,3,11,PARTICIPACION 3,Participación en Ciencias Sociales,1,2024-06-29
Ciencias Sociales,2,3,11,PARTICIPACION 4,Participación en Ciencias Sociales,1,2024-06-08
Ciencias Sociales,2,3,11,PARTICIPACION 5,Participación en Ciencias Sociales,1,2024-07-10
Ciencias Sociales,2,3,12,PARTICIPACION 1,Participación en Ciencias Sociales,1,2024-11-06
Ciencias Sociales,2,3,12,PARTICIPACION 2,Participación en Ciencias Sociales,1,2024-12-02
Ciencias Sociales,2,3,12,PARTICIPACION 3,Participación en Ciencias Sociales,1,2024-10-07
Ciencias Sociales,2,3,12,PARTICIPACION 4,Participación en Ciencias Sociales,1,2024-10-09
Ciencias Sociales,2,3,12,PARTICIPACION 5,Participación en Ciencias Sociales,1,2024-12-04
Educación Física,2,3,10,PARTICIPACION 1,Participación en Educación Física,1,2024-04-30
Educación Física,2,3,10,PARTICIPACION 2,Participación en Educación Física,1,2024-02-28
Educación Física,2,3,10,PARTICIPACION 3,Participación en Educación Física,1,2024-04-24
Educación Física,2,3,10,PARTICIPACION 4,Participación en Educación Física,1,2024-04-21
Educación Física,2,3,10,PARTICIPACION 5,Participación en Educación Física,1,2024-03-06
Educación Física,2,3,11,PARTICIPACION 1,Participación en Educación Física,1,2024-07-14
Educación Física,2,3,11,PARTICIPACION 2,Participación en Educación Física,1,2024-05-18
Educación Física,2,3,11,PARTICIPACION 3,Participación en Educación Física,1,2024-06-15
Educación Física,2,3,11,PARTICIPACION 4,Participación en Educación Física,1,2024-06-21
Educación Física,2,3,11,PARTICIPACION 5,Participación en Educación Física,1,2024-05-12
Educación Física,2,3,12,PARTICIPACION 1,Participación en Educación Física,1,2024-10-03
Educación Física,2,3,12,PARTICIPACION 2,Participación en Educación Física,1,2024-11-08
Educación Física,2,3,12,PARTICIPACION 3,Participación en Educación Física,1,2024-11-05
Educación Física,2,3,12,PARTICIPACION 4,Participación en Educación Física,1,2024-12-15
Educación Física,2,3,12,PARTICIPACION 5,Participación en Educación Física,1,2024-10-21
Artes Plásticas,2,3,10,PARTICIPACION 1,Participación en Artes Plásticas,1,2024-04-24
Artes Plásticas,2,3,10,PARTICIPACION 2,Participación en Artes Plásticas,1,2024-02-08
Artes Plásticas,2,3,10,PARTICIPACION 3,Participación en Artes Plásticas,1,2024-03-10
Artes Plásticas,2,3,10,PARTICIPACION 4,Participación en Artes Plásticas,1,2024-03-04
Artes Plásticas,2,3,10,PARTICIPACION 5,Participación en Artes Plásticas,1,2024-02-22
Artes Plásticas,2,3,11,PARTICIPACION 1,Participación en Artes Plásticas,1,2024-05-02
Artes Plásticas,2,3,11,PARTICIPACION 2,Participación en Artes Plásticas,1,2024-06-22
Artes Plásticas,2,3,11,PARTICIPACION 3,Participación en Artes Plásticas,1,2024-07-21
Artes Plásticas,2,3,11,PARTICIPACION 4,Participación en Artes Plásticas,1,2024-06-13
Artes Plásticas,2,3,11,PARTICIPACION 5,Participación en Artes Plásticas,1,2024-07-14
Artes Plásticas,2,3,12,PARTICIPACION 1,Participación en Artes Plásticas,1,2024-10-27
Artes Plásticas,2,3,12,PARTICIPACION 2,Participación en Artes Plásticas,1,2024-12-18
Artes Plásticas,2,3,12,PARTICIPACION 3,Participación en Artes Plásticas,1,2024-10-19
Artes Plásticas,2,3,12,PARTICIPACION 4,Participación en Artes Plásticas,1,2024-10-15
Artes Plásticas,2,3,12,PARTICIPACION 5,Participación en Artes Plásticas,1,2024-12-11
Música,2,3,10,PARTICIPACION 1,Participación en Música,1,2024-02-29
Música,2,3,10,PARTICIPACION 2,Participación en Música,1,2024-04-28
Música,2,3,10,PARTICIPACION 3,Participación en Música,1,2024-04-06
Música,2,3,10,PARTICIPACION 4,Participación en Música,1,2024-03-10
Música,2,3,10,PARTICIPACION 5,Participación en Música,1,2024-03-13
Música,2,3,11,PARTICIPACION 1,Participación en Música,1,2024-08-08
Música,2,3,11,PARTICIPACION 2,Participación en Música,1,2024-05-20
Música,2,3,11,PARTICIPACION 3,Participación en Música,1,2024-07-09
Música,2,3,11,PARTICIPACION 4,Participación en Música,1,2024-07-18
Música,2,3,11,PARTICIPACION 5,Participación en Música,1,2024-08-05
Música,2,3,12,PARTICIPACION 1,Participación en Música,1,2024-11-23
Música,2,3,12,PARTICIPACION 2,Participación en Música,1,2024-11-03
Música,2,3,12,PARTICIPACION 3,Participación en Música,1,2024-10-04
Música,2,3,12,PARTICIPACION 4,Participación en Música,1,2024-12-12
Música,2,3,12,PARTICIPACION 5,Participación en Música,1,2024-12-16
Religión,2,3,10,PARTICIPACION 1,Participación en Religión,1,2024-03-28
Religión,2,3,10,PARTICIPACION 2,Participación en Religión,1,2024-03-08
Religión,2,3,10,PARTICIPACION 3,Participación en Religión,1,2024-03-28
Religión,2,3,10,PARTICIPACION 4,Participación en Religión,1,2024-02-03
Religión,2,3,10,PARTICIPACION 5,Participación en Religión,1,2024-02-13
Religión,2,3,11,PARTICIPACION 1,Participación en Religión,1,2024-08-01
Religión,2,3,11,PARTICIPACION 2,Participación en Religión,1,2024-06-28
Religión,2,3,11,PARTICIPACION 3,Participación en Religión,1,2024-07-25
Religión,2,3,11,PARTICIPACION 4,Participación en Religión,1,2024-07-01
Religión,2,3,11,PARTICIPACION 5,Participación en Religión,1,2024-06-17
Religión,2,3,12,PARTICIPACION 1,Participación en Religión,1,2024-10-19
Religión,2,3,12,PARTICIPACION 2,Participación en Religión,1,2024-12-12
Religión,2,3,12,PARTICIPACION 3,Participación en Religión,1,2024-11-09
Religión,2,3,12,PARTICIPACION 4,Participación en Religión,1,2024-11-03
Religión,2,3,12,PARTICIPACION 5,Participación en Religión,1,2024-11-17
Matemáticas,3,3,10,PARTICIPACION 1,Participación en Matemáticas,1,2024-04-30
Matemáticas,3,3,10,PARTICIPACION 2,Participación en Matemáticas,1,2024-04-28
Matemáticas,3,3,10,PARTICIPACION 3,Participación en Matemáticas,1,2024-02-06
Matemáticas,3,3,10,PARTICIPACION 4,Participación en Matemáticas,1,2024-04-11
Matemáticas,3,3,10,PARTICIPACION 5,Participación en Matemáticas,1,2024-03-20
Matemáticas,3,3,11,PARTICIPACION 1,Participación en Matemáticas,1,2024-05-05
Matemáticas,3,3,11,PARTICIPACION 2,Participación en Matemáticas,1,2024-08-24
Matemáticas,3,3,11,PARTICIPACION 3,Participación en Matemáticas,1,2024-08-31
Matemáticas,3,3,11,PARTICIPACION 4,Participación en Matemáticas,1,2024-07-25
Matemáticas,3,3,11,PARTICIPACION 5,Participación en Matemáticas,1,2024-08-05
Matemáticas,3,3,12,PARTICIPACION 1,Participación en Matemáticas,1,2024-11-26
Matemáticas,3,3,12,PARTICIPACION 2,Participación en Matemáticas,1,2024-10-05
Matemáticas,3,3,12,PARTICIPACION 3,Participación en Matemáticas,1,2024-12-12
Matemáticas,3,3,12,PARTICIPACION 4,Participación en Matemáticas,1,2024-10-07
Matemáticas,3,3,12,PARTICIPACION 5,Participación en Matemáticas,1,2024-11-15
Lenguaje,3,3,10,PARTICIPACION 1,Participación en Lenguaje,1,2024-02-07
Lenguaje,3,3,10,PARTICIPACION 2,Participación en Lenguaje,1,2024-04-01
Lenguaje,3,3,10,PARTICIPACION 3,Participación en Lenguaje,1,2024-03-24
Lenguaje,3,3,10,PARTICIPACION 4,Participación en Lenguaje,1,2024-04-21
Lenguaje,3,3,10,PARTICIPACION 5,Participación en Lenguaje,1,2024-02-05
Lenguaje,3,3,11,PARTICIPACION 1,Participación en Lenguaje,1,2024-06-29
Lenguaje,3,3,11,PARTICIPACION 2,Participación en Lenguaje,1,2024-05-05
Lenguaje,3,3,11,PARTICIPACION 3,Participación en Lenguaje,1,2024-06-30
Lenguaje,3,3,11,PARTICIPACION 4,Participación en Lenguaje,1,2024-06-22
Lenguaje,3,3,11,PARTICIPACION 5,Participación en Lenguaje,1,2024-08-07
Lenguaje,3,3,12,PARTICIPACION 1,Participación en Lenguaje,1,2024-12-10
Lenguaje,3,3,12,PARTICIPACION 2,Participación en Lenguaje,1,2024-10-04
Lenguaje,3,3,12,PARTICIPACION 3,Participación en Lenguaje,1,2024-12-20
Lenguaje,3,3,12,PARTICIPACION 4,Participación en Lenguaje,1,2024-10-05
Lenguaje,3,3,12,PARTICIPACION 5,Participación en Lenguaje,1,2024-12-18
Ciencias Naturales,3,3,10,PARTICIPACION 1,Participación en Ciencias Naturales,1,2024-04-12
Ciencias Naturales,3,3,10,PARTICIPACION 2,Participación en Ciencias Naturales,1,2024-03-12
Ciencias Naturales,3,3,10,PARTICIPACION 3,Participación en Ciencias Naturales,1,2024-03-02
Ciencias Naturales,3,3,10,PARTICIPACION 4,Participación en Ciencias Naturales,1,2024-04-03
Ciencias Naturales,3,3,10,PARTICIPACION 5,Participación en Ciencias Naturales,1,2024-02-14
Ciencias Naturales,3,3,11,PARTICIPACION 1,Participación en Ciencias Naturales,1,2024-05-16
Ciencias Naturales,3,3,11,PARTICIPACION 2,Participación en Ciencias Naturales,1,2024-05-28
Ciencias Naturales,3,3,11,PARTICIPACION 3,Participación en Ciencias Naturales,1,2024-05-02
Ciencias Naturales,3,3,11,PARTICIPACION 4,Participación en Ciencias Naturales,1,2024-07-15
Ciencias Naturales,3,3,11,PARTICIPACION 5,Participación en Ciencias Naturales,1,2024-05-12
Ciencias Naturales,3,3,12,PARTICIPACION 1,Participación en Ciencias Naturales,1,2024-10-05
Ciencias Naturales,3,3,12,PARTICIPACION 2,Participación en Ciencias Naturales,1,2024-11-06
Ciencias Naturales,3,3,12,PARTICIPACION 3,Participación en Ciencias Naturales,1,2024-10-21
Ciencias Naturales,3,3,12,PARTICIPACION 4,Participación en Ciencias Naturales,1,2024-10-19
Ciencias Naturales,3,3,12,PARTICIPACION 5,Participación en Ciencias Naturales,1,2024-10-29
Ciencias Sociales,3,3,10,PARTICIPACION 1,Participación en Ciencias Sociales,1,2024-03-29
Ciencias Sociales,3,3,10,PARTICIPACION 2,Participación en Ciencias Sociales,1,2024-04-16
Ciencias Sociales,3,3,10,PARTICIPACION 3,Participación en Ciencias Sociales,1,2024-03-03
Ciencias Sociales,3,3,10,PARTICIPACION 4,Participación en Ciencias Sociales,1,2024-03-18
Ciencias Sociales,3,3,10,PARTICIPACION 5,Participación en Ciencias Sociales,1,2024-03-28
Ciencias Sociales,3,3,11,PARTICIPACION 1,Participación en Ciencias Sociales,1,2024-08-04
Ciencias Sociales,3,3,11,PARTICIPACION 2,Participación en Ciencias Sociales,1,2024-07-14
Ciencias Sociales,3,3,11,PARTICIPACION 3,Participación en Ciencias Sociales,1,2024-06-08
Ciencias Sociales,3,3,11,PARTICIPACION 4,Participación en Ciencias Sociales,1,2024-08-01
Ciencias Sociales,3,3,11,PARTICIPACION 5,Participación en Ciencias Sociales,1,2024-05-20
Ciencias Sociales,3,3,12,PARTICIPACION 1,Participación en Ciencias Sociales,1,2024-11-21
Ciencias Sociales,3,3,12,PARTICIPACION 2,Participación en Ciencias Sociales,1,2024-11-07
Ciencias Sociales,3,3,12,PARTICIPACION 3,Participación en Ciencias Sociales,1,2024-12-02
Ciencias Sociales,3,3,12,PARTICIPACION 4,Participación en Ciencias Sociales,1,2024-12-15
Ciencias Sociales,3,3,12,PARTICIPACION 5,Participación en Ciencias Sociales,1,2024-12-08
Educación Física,3,3,10,PARTICIPACION 1,Participación en Educación Física,1,2024-04-24
Educación Física,3,3,10,PARTICIPACION 2,Participación en Educación Física,1,2024-03-08
Educación Física,3,3,10,PARTICIPACION 3,Participación en Educación Física,1,2024-04-26
Educación Física,3,3,10,PARTICIPACION 4,Participación en Educación Física,1,2024-04-08
Educación Física,3,3,10,PARTICIPACION 5,Participación en Educación Física,1,2024-02-24
Educación Física,3,3,11,PARTICIPACION 1,Participación en Educación Física,1,2024-08-29
Educación Física,3,3,11,PARTICIPACION 2,Participación en Educación Física,1,2024-06-09
Educación Física,3,3,11,PARTICIPACION 3,Participación en Educación Física,1,2024-06-05
Educación Física,3,3,11,PARTICIPACION 4,Participación en Educación Física,1,2024-07-19
Educación Física,3,3,11,PARTICIPACION 5,Participación en Educación Física,1,2024-06-01
Educación Física,3,3,12,PARTICIPACION 1,Participación en Educación Física,1,2024-12-20
Educación Física,3,3,12,PARTICIPACION 2,Participación en Educación Física,1,2024-10-19
